Date,y,Friday,Monday,Thursday,Tuesday,Wednesday
2008-08-01,-0.016129068466414376,1,0,0,0,0
2008-08-04,0.040762077480440695,0,1,0,0,0
2008-08-05,-0.1000425885213988,0,0,0,1,0
2008-08-06,-0.04304635164075299,0,0,0,0,1
2008-08-07,0.045477019135525154,0,0,1,0,0
2008-08-08,-0.02316783829579161,1,0,0,0,0
2008-08-11,-0.026137415884170623,0,1,0,0,0
2008-08-12,0.052186838631392174,0,0,0,1,0
2008-08-13,0.017949889437748334,0,0,0,0,1
2008-08-14,-0.05614845138331903,0,0,1,0,0
2008-08-15,-0.03736480939923392,1,0,0,0,0
2008-08-18,0.0715015129716754,0,1,0,0,0
2008-08-19,0.014299387557431764,0,0,0,1,0
2008-08-20,-0.04041356121248929,0,0,0,0,1
2008-08-21,-0.02938297645582677,0,0,1,0,0
2008-08-22,-0.050958639981492415,1,0,0,0,0
2008-08-25,0.11483253103345548,0,1,0,0,0
2008-08-26,-0.022889821552385392,0,0,0,1,0
2008-08-27,-0.03562711324503309,0,0,0,0,1
2008-08-28,-0.01670040080382773,0,0,1,0,0
2008-08-29,0.06278946444635447,1,0,0,0,0
2008-09-02,0.06489104975021132,0,0,0,1,0
2008-09-03,-0.025466096942751704,0,0,0,0,1
2008-09-04,0.12132526105665864,0,0,1,0,0
2008-09-05,-0.04036625855121989,1,0,0,0,0
2008-09-08,-0.018213360191714156,0,1,0,0,0
2008-09-09,0.125,0,0,0,1,0
2008-09-10,-0.03729873895570601,0,0,0,0,1
2008-09-11,-0.005301837915507535,0,0,1,0,0
2008-09-12,0.052070540776752994,1,0,0,0,0
2008-09-15,0.2353858515761642,0,1,0,0,0
2008-09-16,-0.04416408492695212,0,0,0,1,0
2008-09-17,0.1953796083401118,0,0,0,0,1
2008-09-18,-0.08614032693070861,0,0,1,0,0
2008-09-19,-0.031117789328666268,1,0,0,0,0
2008-09-22,0.05550354837029037,0,1,0,0,0
2008-09-23,0.05524380593433942,0,0,0,1,0
2008-09-24,-0.014837698092993179,0,0,0,0,1
2008-09-25,-0.06734865087735331,0,0,1,0,0
2008-09-26,0.05850097506080609,1,0,0,0,0
2008-09-29,0.34484740827350047,0,1,0,0,0
2008-09-30,-0.1568921583804782,0,0,0,1,0
2008-10-01,0.010662655246269193,0,0,0,0,1
2008-10-02,0.136900194931886,0,0,1,0,0
2008-10-03,-0.0026513242672321358,1,0,0,0,0
2008-10-06,0.15307930750651977,0,1,0,0,0
2008-10-07,0.031316063247021964,0,0,0,1,0
2008-10-08,0.07172128264220379,0,0,0,0,1
2008-10-09,0.1110724756689545,0,0,1,0,0
2008-10-10,0.09433665444356154,1,0,0,0,0
2008-10-13,-0.21386698959893702,0,1,0,0,0
2008-10-14,0.00254590626250617,0,0,0,1,0
2008-10-15,0.2561218693690748,0,0,0,0,1
2008-10-16,-0.023682301655573057,0,0,1,0,0
2008-10-17,0.040230752790241464,1,0,0,0,0
2008-10-20,-0.2468363452066077,0,1,0,0,0
2008-10-21,0.0026429938912992945,0,0,0,1,0
2008-10-22,0.31142912305490666,0,0,0,0,1
2008-10-23,-0.02656135583046204,0,0,1,0,0
2008-10-24,0.16710905149976107,1,0,0,0,0
2008-10-27,0.011752816093211882,0,1,0,0,0
2008-10-28,-0.16362726547091833,0,0,0,1,0
2008-10-29,0.04480286799609101,0,0,0,0,1
2008-10-30,-0.10091477488542,0,0,1,0,0
2008-10-31,-0.04785376889048354,1,0,0,0,0
2008-11-03,-0.10369008428385473,0,1,0,0,0
2008-11-04,-0.1108420404082181,0,0,0,1,0
2008-11-05,0.14309662469220874,0,0,0,0,1
2008-11-06,0.1671554014356993,0,0,1,0,0
2008-11-07,-0.11903269150013807,1,0,0,0,0
2008-11-10,0.0691622312593303,0,1,0,0,0
2008-11-11,0.02434143207094497,0,0,0,1,0
2008-11-12,0.08170573844351292,0,0,0,0,1
2008-11-13,-0.09975921373382868,0,0,1,0,0
2008-11-14,0.10830679473881655,1,0,0,0,0
2008-11-17,0.04282919728319445,0,1,0,0,0
2008-11-18,-0.0218366175402811,0,0,0,1,0
2008-11-19,0.09787112368890938,0,0,0,0,1
2008-11-20,0.0888768958289734,0,0,1,0,0
2008-11-21,-0.10128620306191016,1,0,0,0,0
2008-11-24,-0.10967388773251696,0,1,0,0,0
2008-11-25,-0.05873254407420059,0,0,0,1,0
2008-11-26,-0.0981938129244947,0,0,0,0,1
2008-11-28,0.00655500040703072,1,0,0,0,0
2008-12-01,0.2393271282395255,0,1,0,0,0
2008-12-02,-0.08071817868284203,0,0,0,1,0
2008-12-03,-0.0358843813585229,0,0,0,0,1
2008-12-04,0.048089560445359725,0,0,1,0,0
2008-12-05,-0.05829665493485403,1,0,0,0,0
2008-12-08,-0.024028009667549144,0,1,0,0,0
2008-12-09,0.0071806831405842875,0,0,0,1,0
2008-12-10,-0.05398065376697636,0,0,0,0,1
2008-12-11,0.000897169163309508,0,0,1,0,0
2008-12-12,-0.026891359498500633,1,0,0,0,0
2008-12-15,0.04568901249095525,0,1,0,0,0
2008-12-16,-0.0773431909701624,0,0,0,1,0
2008-12-17,-0.04831007887908356,0,0,0,0,1
2008-12-18,-0.05016051349009054,0,0,1,0,0
2008-12-19,-0.05090831938411733,1,0,0,0,0
2008-12-22,-0.008235008443615466,0,1,0,0,0
2008-12-23,0.010323138920466324,0,0,0,1,0
2008-12-24,-0.01799203387505366,0,0,0,0,1
2008-12-26,-0.018773988544345643,1,0,0,0,0
2008-12-29,0.011987101082528095,0,1,0,0,0
2008-12-30,-0.051708436876147124,0,0,0,1,0
2008-12-31,-0.039154480573954764,0,0,0,0,1
2009-01-02,-0.020250034332275346,1,0,0,0,0
2009-01-05,-0.0028067568131867615,0,1,0,0,0
2009-01-06,-0.013306049984635804,0,0,0,1,0
2009-01-07,0.12525928019553878,0,0,0,0,1
2009-01-08,-0.01912878608049562,0,0,1,0,0
2009-01-09,0.006108982921611661,1,0,0,0,0
2009-01-12,0.07052780194505015,0,1,0,0,0
2009-01-13,-0.05606456558179418,0,0,0,1,0
2009-01-14,0.13565978437218962,0,0,0,0,1
2009-01-15,0.03785105074183992,0,0,1,0,0
2009-01-16,-0.09588234097349879,1,0,0,0,0
2009-01-20,0.2285838381264551,0,0,0,1,0
2009-01-21,-0.18058257866525063,0,0,0,0,1
2009-01-22,0.018741981492882864,0,0,1,0,0
2009-01-23,-0.00042293206547827644,1,0,0,0,0
2009-01-26,-0.03342504370116173,0,1,0,0,0
2009-01-27,-0.07528997001759741,0,0,0,1,0
2009-01-28,-0.06130177875947673,0,0,0,0,1
2009-01-29,0.07488656661951354,0,0,1,0,0
2009-01-30,0.05184140345062316,1,0,0,0,0
2009-02-02,0.01516503797640012,0,1,0,0,0
2009-02-03,-0.05404215860575834,0,0,0,1,0
2009-02-04,0.01834642535148845,0,0,0,0,1
2009-02-05,-0.0027365777892919274,0,0,1,0,0
2009-02-06,-0.008232348825063629,1,0,0,0,0
2009-02-09,0.006225512206899708,0,1,0,0,0
2009-02-10,0.06943168702279134,0,0,0,1,0
2009-02-11,-0.0458538563018932,0,0,0,0,1
2009-02-12,-0.07365818255584211,0,0,1,0,0
2009-02-13,0.04072728012547344,1,0,0,0,0
2009-02-17,0.13347308412540348,0,0,0,1,0
2009-02-18,-0.004110167767501283,0,0,0,0,1
2009-02-19,-0.028477038371635954,0,0,1,0,0
2009-02-20,0.04715372386713712,1,0,0,0,0
2009-02-23,0.0673427940406226,0,1,0,0,0
2009-02-24,-0.13549976051211188,0,0,0,1,0
2009-02-25,-0.01802601625116318,0,0,0,0,1
2009-02-26,-0.00022382632511841472,0,0,1,0,0
2009-02-27,0.03784143825533204,1,0,0,0,0
2009-03-02,0.13592240041335346,0,1,0,0,0
2009-03-03,-0.032668588240357344,0,0,0,1,0
2009-03-04,-0.06616923054568069,0,0,0,0,1
2009-03-05,0.05487797982108611,0,0,1,0,0
2009-03-06,-0.01674300116699179,1,0,0,0,0
2009-03-09,0.007095042796060769,0,1,0,0,0
2009-03-10,-0.1068840849571776,0,0,0,1,0
2009-03-11,-0.017128653140152772,0,0,0,0,1
2009-03-12,-0.05572117108842645,0,0,1,0,0
2009-03-13,0.02865469393955955,1,0,0,0,0
2009-03-16,0.032577928428499714,0,1,0,0,0
2009-03-17,-0.06721541674868325,0,0,0,1,0
2009-03-18,-0.018137202882527403,0,0,0,0,1
2009-03-19,0.09036442355936392,0,0,1,0,0
2009-03-20,0.05059521678187329,1,0,0,0,0
2009-03-23,-0.05796469563719664,0,1,0,0,0
2009-03-24,-0.006939607685339966,0,0,0,1,0
2009-03-25,-0.015839746106263042,0,0,0,0,1
2009-03-26,-0.04473371336446008,0,0,1,0,0
2009-03-27,0.01684837202409195,1,0,0,0,0
2009-03-30,0.1096491203609462,0,1,0,0,0
2009-03-31,-0.030742237543556206,0,0,0,1,0
2009-04-01,-0.04213866416110024,0,0,0,0,1
2009-04-02,-0.005676392400632002,0,0,1,0,0
2009-04-03,-0.055661277393636244,1,0,0,0,0
2009-04-06,0.03098235563220819,0,1,0,0,0
2009-04-07,-0.013193279049623086,0,0,0,1,0
2009-04-08,-0.03812827281007658,0,0,0,0,1
2009-04-09,-0.059716854207076064,0,0,1,0,0
2009-04-13,0.035039765583555704,0,1,0,0,0
2009-04-14,-0.003702808761192,0,0,0,1,0
2009-04-15,-0.03981948693686377,0,0,0,0,1
2009-04-16,-0.010505868749095648,0,0,1,0,0
2009-04-17,-0.05169047894647427,1,0,0,0,0
2009-04-20,0.1543901558777081,0,1,0,0,0
2009-04-21,-0.052067404278653195,0,0,0,1,0
2009-04-22,0.025848117938855664,0,0,0,0,1
2009-04-23,-0.024934304102071314,0,0,1,0,0
2009-04-24,-0.00888295605653766,1,0,0,0,0
2009-04-27,0.040738729289312214,0,1,0,0,0
2009-04-28,-0.009655504562405826,0,0,0,1,0
2009-04-29,-0.0492753331828899,0,0,0,0,1
2009-04-30,0.011640746885545061,0,0,1,0,0
2009-05-01,-0.03287673323121787,1,0,0,0,0
2009-05-04,-0.021813044600728193,0,1,0,0,0
2009-05-05,-0.03388352766600178,0,0,0,1,0
2009-05-06,-0.027278172384977095,0,0,0,0,1
2009-05-07,0.030508408027533518,0,0,1,0,0
2009-05-08,-0.04156696910083679,1,0,0,0,0
2009-05-11,0.025585014488113345,0,1,0,0,0
2009-05-12,-0.032552471238028846,0,0,0,1,0
2009-05-13,0.058176174000102554,0,0,0,0,1
2009-05-14,-0.06775633234049183,0,0,1,0,0
2009-05-15,0.05578572030073725,1,0,0,0,0
2009-05-18,-0.08695649920429238,0,1,0,0,0
2009-05-19,-0.04761906564010443,0,0,0,1,0
2009-05-20,0.00798616165548327,0,0,0,0,1
2009-05-21,0.07991731450049455,0,0,1,0,0
2009-05-22,0.0408293674982565,1,0,0,0,0
2009-05-26,-0.061599759824891076,0,0,0,1,0
2009-05-27,0.056825595147884655,0,0,0,0,1
2009-05-28,-0.021322636620621505,0,0,1,0,0
2009-05-29,-0.08683296474187463,1,0,0,0,0
2009-06-01,0.038727553121670866,0,1,0,0,0
2009-06-02,-0.013648526706562691,0,0,0,1,0
2009-06-03,0.04691195870290765,0,0,0,0,1
2009-06-04,-0.027079308194454144,0,0,1,0,0
2009-06-05,-0.018555316775339614,1,0,0,0,0
2009-06-08,0.005064132825127743,0,1,0,0,0
2009-06-09,-0.050386294153005884,0,0,0,1,0
2009-06-10,0.006720856867082459,0,0,0,0,1
2009-06-11,-0.012297908832753501,0,0,1,0,0
2009-06-12,0.0014229458310286436,1,0,0,0,0
2009-06-15,0.09449377916371682,0,1,0,0,0
2009-06-16,0.060694607972989756,0,0,0,1,0
2009-06-17,-0.03488370192786949,0,0,0,0,1
2009-06-18,-0.04787571924699763,0,0,1,0,0
2009-06-19,-0.06793209686586998,1,0,0,0,0
2009-06-22,0.11361201611931082,0,1,0,0,0
2009-06-23,-0.01892846169854867,0,0,0,1,0
2009-06-24,-0.05003272369073586,0,0,0,0,1
2009-06-25,-0.09259892245632895,0,0,1,0,0
2009-06-26,-0.016312606040188027,1,0,0,0,0
2009-06-29,-0.02236791040801811,0,1,0,0,0
2009-06-30,0.039447731161809996,0,0,0,1,0
2009-07-01,-0.004933626802019142,0,0,0,0,1
2009-07-02,0.06598022482417942,0,0,1,0,0
2009-07-06,0.03756705575667829,0,1,0,0,0
2009-07-07,0.06379311660240439,0,0,0,1,0
2009-07-08,0.014586672610257478,0,0,0,0,1
2009-07-09,-0.04856225519057822,0,0,1,0,0
2009-07-10,-0.025520490643327953,1,0,0,0,0
2009-07-13,-0.09338390589502166,0,1,0,0,0
2009-07-14,-0.0490307500708459,0,0,0,1,0
2009-07-15,0.03477213892755171,0,0,0,0,1
2009-07-16,-0.018153701214161155,0,0,1,0,0
2009-07-17,-0.04248622818507519,1,0,0,0,0
2009-07-20,0.0024650561037897756,0,1,0,0,0
2009-07-21,-0.02172126178618361,0,0,0,1,0
2009-07-22,-0.016757499447652036,0,0,0,0,1
2009-07-23,-0.0017042611567504862,0,0,1,0,0
2009-07-24,-0.014511316609448932,1,0,0,0,0
2009-07-27,0.0515374848936172,0,1,0,0,0
2009-07-28,0.030065878154519332,0,0,0,1,0
2009-07-29,0.023990418871601582,0,0,0,0,1
2009-07-30,-0.008199960437970777,0,0,1,0,0
2009-07-31,0.020472459274539112,1,0,0,0,0
2009-08-03,-0.013888912395521702,0,1,0,0,0
2009-08-04,-0.026212836083455038,0,0,0,1,0
2009-08-05,0.000401776983811164,0,0,0,0,1
2009-08-06,0.03092371363695312,0,0,1,0,0
2009-08-07,-0.0354499355164587,1,0,0,0,0
2009-08-10,0.009289157516567448,0,1,0,0,0
2009-08-11,0.04001600676906514,0,0,0,1,0
2009-08-12,-0.020777184029789564,0,0,0,0,1
2009-08-13,-0.02907668590503132,0,0,1,0,0
2009-08-14,-0.017806501133602715,1,0,0,0,0
2009-08-17,0.1491552889825667,0,1,0,0,0
2009-08-18,-0.061312266830214956,0,0,0,1,0
2009-08-19,0.003055764811822348,0,0,0,0,1
2009-08-20,-0.04455445796253765,0,0,1,0,0
2009-08-21,-0.0031885182630341236,1,0,0,0,0
2009-08-24,0.0051978872281848165,0,1,0,0,0
2009-08-25,-0.008750967330773962,0,0,0,1,0
2009-08-26,0.0012038798777551651,0,0,0,0,1
2009-08-27,-0.010821661302901742,0,0,1,0,0
2009-08-28,0.0032414879544906405,1,0,0,0,0
2009-08-31,0.05048465219890863,0,1,0,0,0
2009-09-01,0.12072277439512447,0,0,0,1,0
2009-09-02,-0.008576329443279906,0,0,0,0,1
2009-09-03,-0.062283711447055246,0,0,1,0,0
2009-09-04,-0.06789668364160006,1,0,0,0,0
2009-09-08,0.01425180550631766,0,0,0,1,0
2009-09-09,-0.050741651125101095,0,0,0,0,1
2009-09-10,-0.03166120343034151,0,0,1,0,0
2009-09-11,0.02547772403005033,1,0,0,0,0
2009-09-14,-0.01200824069397477,0,1,0,0,0
2009-09-15,-0.018440927192043932,0,0,0,1,0
2009-09-16,0.011528627535615232,0,0,0,0,1
2009-09-17,-0.0016885147583612925,0,0,1,0,0
2009-09-18,0.01141651002616162,1,0,0,0,0
2009-09-21,0.005852817274327071,0,1,0,0,0
2009-09-22,-0.04073148645009517,0,0,0,1,0
2009-09-23,0.017764291541049193,0,0,0,0,1
2009-09-24,0.06215415095986576,0,0,1,0,0
2009-09-25,0.02645289888697988,1,0,0,0,0
2009-09-28,-0.02850454635639077,0,1,0,0,0
2009-09-29,0.012459862690825885,0,0,0,1,0
2009-09-30,0.016673285724075004,0,0,0,0,1
2009-10-01,0.10386566903621763,0,0,1,0,0
2009-10-02,0.014503001088544742,1,0,0,0,0
2009-10-05,-0.06415621105331137,0,1,0,0,0
2009-10-06,-0.04247389654126066,0,0,0,1,0
2009-10-07,-0.039688732586909414,0,0,0,0,1
2009-10-08,-0.020259319036359247,0,0,1,0,0
2009-10-09,-0.043837859907532195,1,0,0,0,0
2009-10-12,-0.004757811693713143,0,1,0,0,0
2009-10-13,-0.0008692071953378955,0,0,0,1,0
2009-10-14,-0.005654596000906342,0,0,0,0,1
2009-10-15,-0.04986882180925445,0,0,1,0,0
2009-10-16,-0.013351704297725586,1,0,0,0,0
2009-10-19,0.0027997883848789318,0,1,0,0,0
2009-10-20,-0.02745463745331589,0,0,0,1,0
2009-10-21,0.06315788128789657,0,0,0,0,1
2009-10-22,-0.06885683287925792,0,0,1,0,0
2009-10-23,0.0763653882514519,1,0,0,0,0
2009-10-26,0.09160300701599389,0,1,0,0,0
2009-10-27,0.021390393631730786,0,0,0,1,0
2009-10-28,0.12404349307973517,0,0,0,0,1
2009-10-29,-0.1128627601487554,0,0,1,0,0
2009-10-30,0.23949920235697753,1,0,0,0,0
2009-11-02,-0.029651346744104967,0,1,0,0,0
2009-11-03,-0.03257223634444406,0,0,0,1,0
2009-11-04,-0.03783409138470928,0,0,0,0,1
2009-11-05,-0.08261179887820103,0,0,1,0,0
2009-11-06,-0.04876129595900103,1,0,0,0,0
2009-11-09,-0.04299300920076887,0,1,0,0,0
2009-11-10,-0.01339090587691616,0,0,0,1,0
2009-11-11,0.008756600770722489,0,0,0,0,1
2009-11-12,0.05208328159319242,0,0,1,0,0
2009-11-13,-0.03630359608398659,1,0,0,0,0
2009-11-16,-0.020119914744131107,0,1,0,0,0
2009-11-17,-0.020969836392979446,0,0,0,1,0
2009-11-18,-0.03480592110470637,0,0,0,0,1
2009-11-19,0.04623208686081881,0,0,1,0,0
2009-11-20,-0.019443157005140543,1,0,0,0,0
2009-11-23,-0.046417334919151676,0,1,0,0,0
2009-11-24,-0.03260872112633806,0,0,0,1,0
2009-11-25,0.0004885309827691309,0,0,0,0,1
2009-11-27,0.20800782832520825,1,0,0,0,0
2009-11-30,-0.009296667112537071,0,1,0,0,0
2009-12-01,-0.1056711598695097,0,0,0,1,0
2009-12-02,-0.036496315432303805,0,0,0,0,1
2009-12-03,0.06344688409055466,0,0,1,0,0
2009-12-04,-0.053873514416532986,1,0,0,0,0
2009-12-07,0.04000001795151653,0,1,0,0,0
2009-12-08,0.07194570702003533,0,0,0,1,0
2009-12-09,-0.04347828887402261,0,0,0,0,1
2009-12-10,-0.015004419897501453,0,0,1,0,0
2009-12-11,-0.032706073128020985,1,0,0,0,0
2009-12-14,-0.020379830057799975,0,1,0,0,0
2009-12-15,0.016075657622707684,0,0,0,1,0
2009-12-16,-0.044206554942247456,0,0,0,0,1
2009-12-17,0.09591038099055083,0,0,1,0,0
2009-12-18,-0.036872497346362,1,0,0,0,0
2009-12-21,-0.05488932275400027,0,1,0,0,0
2009-12-22,-0.046364024704866,0,0,0,1,0
2009-12-23,0.00870000823849626,0,0,0,0,1
2009-12-24,-0.012176549074892296,0,0,1,0,0
2009-12-28,0.023626143196922245,0,1,0,0,0
2009-12-29,0.0040140452825421225,0,0,0,1,0
2009-12-30,-0.0024988077879684045,0,0,0,0,1
2009-12-31,0.08617240979941498,0,0,1,0,0
2010-01-04,-0.07564572723999974,0,1,0,0,0
2010-01-05,-0.034431162801145,0,0,0,1,0
2010-01-06,-0.009819148853328685,0,0,0,0,1
2010-01-07,-0.005219226631843266,0,0,1,0,0
2010-01-08,-0.04879330174366292,1,0,0,0,0
2010-01-11,-0.031991172121021205,0,1,0,0,0
2010-01-12,0.039886085092314616,0,0,0,1,0
2010-01-13,-0.021917787316727333,0,0,0,0,1
2010-01-14,-0.012324998095322726,0,0,1,0,0
2010-01-15,0.015882058988897496,1,0,0,0,0
2010-01-19,-0.01842545653364358,0,0,0,1,0
2010-01-20,0.06257112549735644,0,0,0,0,1
2010-01-21,0.19218415920438647,0,0,1,0,0
2010-01-22,0.22631337694569686,1,0,0,0,0
2010-01-25,-0.06957157289218241,0,1,0,0,0
2010-01-26,-0.03384496715922447,0,0,0,1,0
2010-01-27,-0.05743380412344701,0,0,0,0,1
2010-01-28,0.02549698220181562,0,0,1,0,0
2010-01-29,0.03750532297368925,1,0,0,0,0
2010-02-01,-0.0824533150872434,0,1,0,0,0
2010-02-02,-0.049136812875337776,0,0,0,1,0
2010-02-03,0.005586631368284634,0,0,0,0,1
2010-02-04,0.20740738255169866,0,0,1,0,0
2010-02-05,0.001150333080263577,1,0,0,0,0
2010-02-08,0.015319785874370773,0,1,0,0,0
2010-02-09,-0.019238031855096205,0,0,0,1,0
2010-02-10,-0.02307693774883568,0,0,0,0,1
2010-02-11,-0.05669293526315966,0,0,1,0,0
2010-02-12,-0.05133554212167868,1,0,0,0,0
2010-02-16,-0.021117446190194844,0,0,0,1,0
2010-02-17,-0.023820255579573346,0,0,0,0,1
2010-02-18,-0.050184170674338224,0,0,1,0,0
2010-02-19,-0.029568527766254293,1,0,0,0,0
2010-02-22,-0.003996000093747787,0,1,0,0,0
2010-02-23,0.07171515882024848,0,0,0,1,0
2010-02-24,-0.05147404484188067,0,0,0,0,1
2010-02-25,-0.00838678206486343,0,0,1,0,0
2010-02-26,-0.029850764680724562,1,0,0,0,0
2010-03-01,-0.012307680570162294,0,1,0,0,0
2010-03-02,-0.010384255480928695,0,0,0,1,0
2010-03-03,-0.01206713266951065,0,0,0,0,1
2010-03-04,-0.005841774338675276,0,0,1,0,0
2010-03-05,-0.06944440623633741,1,0,0,0,0
2010-03-08,0.02124000215917987,0,1,0,0,0
2010-03-09,0.007307428559665485,0,0,0,1,0
2010-03-10,0.03627229998676995,0,0,0,0,1
2010-03-11,-0.027463663826768014,0,0,1,0,0
2010-03-12,-0.026578048528822618,1,0,0,0,0
2010-03-15,0.023890789426431525,0,1,0,0,0
2010-03-16,-0.017222192552354576,0,0,0,1,0
2010-03-17,-0.04409274522879825,0,0,0,0,1
2010-03-18,-0.017149557113869007,0,0,1,0,0
2010-03-19,0.021058872229108516,1,0,0,0,0
2010-03-22,-0.005892662237316659,0,1,0,0,0
2010-03-23,-0.030823973437769103,0,0,0,1,0
2010-03-24,0.07339442370599825,0,0,0,0,1
2010-03-25,0.04843307227471394,0,0,1,0,0
2010-03-26,-0.03423908553411825,1,0,0,0,0
2010-03-29,-0.010129448539048291,0,1,0,0,0
2010-03-30,-0.026151278444054626,0,0,0,1,0
2010-03-31,0.026853532653687617,0,0,0,0,1
2010-04-01,-0.006822105639137432,0,0,1,0,0
2010-04-05,-0.025758378550526317,0,1,0,0,0
2010-04-06,-0.04641603374146708,0,0,0,1,0
2010-04-07,0.024029655452678655,0,0,0,0,1
2010-04-08,-0.008423663653889912,0,0,1,0,0
2010-04-09,-0.02063107779320683,1,0,0,0,0
2010-04-12,-0.03469637466662756,0,1,0,0,0
2010-04-13,0.039794662533343406,0,0,0,1,0
2010-04-14,-0.03765435689034369,0,0,0,0,1
2010-04-15,0.019243116600294874,0,0,1,0,0
2010-04-16,0.1554436887137478,1,0,0,0,0
2010-04-19,-0.055555578641352854,0,1,0,0,0
2010-04-20,-0.09284893864959276,0,0,0,1,0
2010-04-21,0.037507957390824576,0,0,0,0,1
2010-04-22,0.009191153268087726,0,0,1,0,0
2010-04-23,0.009107561149518606,1,0,0,0,0
2010-04-26,0.05114310657040266,0,1,0,0,0
2010-04-27,0.30566687821824146,0,0,0,1,0
2010-04-28,-0.07584390980891476,0,0,0,0,1
2010-04-29,-0.1252371631500605,0,0,1,0,0
2010-04-30,0.19576998906998244,1,0,0,0,0
2010-05-03,-0.08435368559454348,0,1,0,0,0
2010-05-04,0.18078254195056864,0,0,0,1,0
2010-05-05,0.04488253724730229,0,0,0,0,1
2010-05-06,0.3167402423917769,0,0,1,0,0
2010-05-07,0.24847566205642657,1,0,0,0,0
2010-05-10,-0.29572650512161525,0,1,0,0,0
2010-05-11,-0.018030528953274283,0,0,0,1,0
2010-05-12,-0.09887003062264432,0,0,0,0,1
2010-05-13,0.045454538660057775,0,0,1,0,0
2010-05-14,0.1709145207564997,1,0,0,0,0
2010-05-17,-0.012804085194010772,0,1,0,0,0
2010-05-18,0.0878728622264695,0,0,0,1,0
2010-05-19,0.052757093830525736,0,0,0,0,1
2010-05-20,0.2964326532040542,0,0,1,0,0
2010-05-21,-0.12426299033937727,1,0,0,0,0
2010-05-24,-0.044388998679030234,0,1,0,0,0
2010-05-25,-0.0968162608042441,0,0,0,1,0
2010-05-26,0.011846282582540058,0,0,0,0,1
2010-05-27,-0.15248429705271616,0,0,1,0,0
2010-05-28,0.08052558507661645,1,0,0,0,0
2010-06-01,0.10820084981987543,0,0,0,1,0
2010-06-02,-0.1510973748142831,0,0,0,0,1
2010-06-03,-0.023533344051237526,0,0,1,0,0
2010-06-04,0.20434489629487484,1,0,0,0,0
2010-06-07,0.030721537955216816,0,1,0,0,0
2010-06-08,-0.07847959955796657,0,0,0,1,0
2010-06-09,0.0008901714723361653,0,0,0,0,1
2010-06-10,-0.09368514350126789,0,0,1,0,0
2010-06-11,-0.05822698060406739,1,0,0,0,0
2010-06-14,-0.007294233593026056,0,1,0,0,0
2010-06-15,-0.09482152175321779,0,0,0,1,0
2010-06-16,0.0019327110722284768,0,0,0,0,1
2010-06-17,-0.033564847093850436,0,0,1,0,0
2010-06-18,-0.04391211607278955,1,0,0,0,0
2010-06-21,0.03883082957000328,0,1,0,0,0
2010-06-22,0.0872186555261556,0,0,0,1,0
2010-06-23,-0.005175578321519048,0,0,0,0,1
2010-06-24,0.10516536379609875,0,0,1,0,0
2010-06-25,-0.04068591438416014,1,0,0,0,0
2010-06-28,0.016473862672372608,0,1,0,0,0
2010-06-29,0.17689658855569768,0,0,0,1,0
2010-06-30,0.012012887037238906,0,0,0,0,1
2010-07-01,-0.048639266376525825,0,0,1,0,0
2010-07-02,-0.0833840450463963,1,0,0,0,0
2010-07-06,-0.015604289761204648,0,0,0,1,0
2010-07-07,-0.09477232722074724,0,0,0,0,1
2010-07-08,-0.04210138083796844,0,0,1,0,0
2010-07-09,-0.02839360436528393,1,0,0,0,0
2010-07-12,-0.022017583952738118,0,1,0,0,0
2010-07-13,0.005321291819184282,0,0,0,1,0
2010-07-14,0.013436479270436008,0,0,0,0,1
2010-07-15,0.010044194701908093,0,0,1,0,0
2010-07-16,0.0441527699801223,1,0,0,0,0
2010-07-19,-0.010666692824590762,0,1,0,0,0
2010-07-20,-0.07855213947309148,0,0,0,1,0
2010-07-21,0.07145838122295389,0,0,0,0,1
2010-07-22,-0.03939158552747857,0,0,1,0,0
2010-07-23,-0.04709703154435696,1,0,0,0,0
2010-07-26,-0.03152960344132183,0,1,0,0,0
2010-07-27,0.020237615533890585,0,0,0,1,0
2010-07-28,0.04570933339935168,0,0,0,0,1
2010-07-29,-0.004948488215810287,0,0,1,0,0
2010-07-30,-0.026108544661324617,1,0,0,0,0
2010-08-02,-0.06340424557949631,0,1,0,0,0
2010-08-03,0.028168965262944212,0,0,0,1,0
2010-08-04,-0.018559438438782383,0,0,0,0,1
2010-08-05,-0.00495266580536835,0,0,1,0,0
2010-08-06,-0.016289620096722413,1,0,0,0,0
2010-08-09,0.018399246676243264,0,1,0,0,0
2010-08-10,0.010388502977669356,0,0,0,1,0
2010-08-11,0.13500216527119857,0,0,0,0,1
2010-08-12,0.013391105189490826,0,0,1,0,0
2010-08-13,0.01982122961349697,1,0,0,0,0
2010-08-16,-0.0053353426398475845,0,1,0,0,0
2010-08-17,-0.06781610850168118,0,0,0,1,0
2010-08-18,0.010686404837531693,0,0,0,0,1
2010-08-19,0.07523384993859095,0,0,1,0,0
2010-08-20,-0.035930436601759874,1,0,0,0,0
2010-08-23,0.006669285124379032,0,1,0,0,0
2010-08-24,0.07014806109759508,0,0,0,1,0
2010-08-25,-0.027676560337649314,0,0,0,0,1
2010-08-26,0.025093635099214362,0,0,1,0,0
2010-08-27,-0.10668615223819378,1,0,0,0,0
2010-08-30,0.11288336341145322,0,1,0,0,0
2010-08-31,-0.042631381346648456,0,0,0,1,0
