Date,neural network output
2011-10-12,0.2577193
2011-10-13,0.18924344
2011-10-14,0.14055598
2011-10-17,0.94351923
2011-10-18,0.049394906
2011-10-19,0.473477
2011-10-20,0.08714232
2011-10-21,0.057094216
2011-10-24,0.04512447
2011-10-25,0.9844437
2011-10-26,0.030398488
2011-10-27,0.038142413
2011-10-28,1.7476586e-08
2011-10-31,0.55749345
2011-11-01,0.536454
2011-11-02,0.34293687
2011-11-03,0.03042975
2011-11-04,0.09760934
2011-11-07,0.18067056
2011-11-08,0.24718368
2011-11-09,0.08026105
2011-11-10,0.0059396923
2011-11-11,0.0691987
2011-11-14,0.026801944
2011-11-15,0.08757645
2011-11-16,0.34177917
2011-11-17,0.06488979
2011-11-18,0.020148546
2011-11-21,0.26394075
2011-11-22,0.014630765
2011-11-23,0.15875521
2011-11-25,0.095754504
2011-11-28,0.17329505
2011-11-29,2.2090864e-05
2011-11-30,0.056790352
2011-12-01,0.2810576
2011-12-02,0.12901056
2011-12-05,0.06650692
2011-12-06,0.040680766
2011-12-07,0.08352819
2011-12-08,0.8067373
2011-12-09,0.03782195
2011-12-12,0.034188926
2011-12-13,0.035053343
2011-12-14,0.28749835
2011-12-15,0.0019682646
2011-12-16,0.0022488534
2011-12-19,0.031093746
2011-12-20,0.0020330548
2011-12-21,0.004800588
2011-12-22,0.21655163
2011-12-23,0.08255765
2011-12-27,0.954224
2011-12-28,0.61349964
2011-12-29,0.0123440325
2011-12-30,0.11636135
2012-01-03,0.14392874
2012-01-04,0.15478453
2012-01-05,0.074406624
2012-01-06,0.25150862
2012-01-09,0.024204612
2012-01-10,0.10904056
2012-01-11,0.12691012
2012-01-12,0.13248166
2012-01-13,0.03907901
2012-01-17,0.97568023
2012-01-18,0.094144076
2012-01-19,0.00865823
2012-01-20,0.0023732483
2012-01-23,0.040976584
2012-01-24,0.23688683
2012-01-25,0.13328204
2012-01-26,0.009016693
2012-01-27,0.09652564
2012-01-30,0.7383188
2012-01-31,0.08825347
2012-02-01,0.1046499
2012-02-02,0.032030612
2012-02-03,0.15573335
2012-02-06,0.8266828
2012-02-07,0.35653082
2012-02-08,0.04700038
2012-02-09,0.21382934
2012-02-10,0.49152404
2012-02-13,0.049330533
2012-02-14,0.029930353
2012-02-15,0.9064491
2012-02-16,0.33260506
2012-02-17,0.066909105
2012-02-21,0.0011945367
2012-02-22,0.00963819
2012-02-23,0.014414579
2012-02-24,0.9951613
2012-02-27,0.22912055
2012-02-28,0.091874
2012-02-29,0.0031237006
2012-03-01,0.0017987192
2012-03-02,0.0007690191
2012-03-05,0.99473345
2012-03-06,0.5174056
2012-03-07,0.064174265
2012-03-08,0.028216332
2012-03-09,0.0023500621
2012-03-12,0.0830822
2012-03-13,0.034742177
2012-03-14,0.99985194
2012-03-15,0.0040472746
2012-03-16,0.13172218
2012-03-19,0.5120791
2012-03-20,0.9999958
2012-03-21,0.09554368
2012-03-22,0.04428041
2012-03-23,0.007958502
2012-03-26,0.14909586
2012-03-27,0.9303812
2012-03-28,0.00835824
2012-03-29,0.15337586
2012-03-30,0.04298818
2012-04-02,0.2230292
2012-04-03,0.29299122
2012-04-04,0.91826034
2012-04-05,0.0061214864
2012-04-09,0.695794
2012-04-10,0.008497208
2012-04-11,0.015281022
2012-04-12,0.010256588
2012-04-13,0.9732244
2012-04-16,0.08911374
2012-04-17,0.041628003
2012-04-18,0.023749262
2012-04-19,0.025835067
2012-04-20,0.103196144
2012-04-23,0.6119456
2012-04-24,0.048047334
2012-04-25,0.0021498501
2012-04-26,0.09872258
2012-04-27,0.0047082305
2012-04-30,0.16134515
2012-05-01,0.044015586
2012-05-02,0.02163285
2012-05-03,0.886778
2012-05-04,0.048538476
2012-05-07,0.043501973
2012-05-08,0.0017676055
2012-05-09,0.4355642
2012-05-10,0.3107779
2012-05-11,0.93253696
2012-05-14,0.17990372
2012-05-15,0.006254256
2012-05-16,0.020095885
2012-05-17,0.4534984
2012-05-18,0.012769967
2012-05-21,0.14862639
2012-05-22,0.06393874
2012-05-23,0.0019713044
2012-05-24,0.004750997
2012-05-25,0.12331298
2012-05-29,0.10613188
2012-05-30,0.95052683
2012-05-31,0.0009278655
2012-06-01,0.89138806
2012-06-04,1.1244797e-05
2012-06-05,0.0016992688
2012-06-06,0.004217863
2012-06-07,6.4928594e-07
2012-06-08,0.04627505
2012-06-11,0.97183996
2012-06-12,0.06954098
2012-06-13,0.79325324
2012-06-14,0.47958854
2012-06-15,0.06955695
2012-06-18,0.12928781
2012-06-19,0.04056409
2012-06-20,0.00037497282
2012-06-21,0.75564003
2012-06-22,0.002875924
2012-06-25,0.99998224
2012-06-26,0.059879184
2012-06-27,0.01777789
2012-06-28,0.0075611174
2012-06-29,0.03522113
2012-07-02,3.821818e-05
2012-07-03,0.0022678375
2012-07-05,0.73612154
2012-07-06,0.2031661
2012-07-09,0.7237264
2012-07-10,0.7713295
2012-07-11,0.2844925
2012-07-12,0.0021707714
2012-07-13,0.006609708
2012-07-16,0.2162871
2012-07-17,0.016240925
2012-07-18,0.013881087
2012-07-19,0.0348666
2012-07-20,0.82966304
2012-07-23,0.90201664
2012-07-24,0.3453465
2012-07-25,0.020428687
2012-07-26,0.00016379356
2012-07-27,0.00017172098
2012-07-30,0.96072966
2012-07-31,0.5761203
2012-08-01,0.020513386
2012-08-02,0.0066093206
2012-08-03,0.027518064
2012-08-06,1.4712664e-06
2012-08-07,0.011752009
2012-08-08,0.089132965
2012-08-09,0.00080412626
2012-08-10,0.042191118
2012-08-13,0.003951043
2012-08-14,0.9413357
2012-08-15,0.07699993
2012-08-16,0.030163735
2012-08-17,0.19389904
2012-08-20,0.50834155
2012-08-21,0.9497527
2012-08-22,0.2923492
2012-08-23,0.52634835
2012-08-24,0.11882147
2012-08-27,0.90737677
2012-08-28,0.31253394
2012-08-29,0.22923914
2012-08-30,0.06523138
2012-08-31,0.31655866
2012-09-04,3.1809144e-05
2012-09-05,0.018882424
2012-09-06,0.15820765
2012-09-07,0.16905811
2012-09-10,0.904002
2012-09-11,0.3556202
2012-09-12,0.12811753
2012-09-13,0.23987207
2012-09-14,0.9907129
2012-09-17,4.3438493e-05
2012-09-18,0.17813793
2012-09-19,0.17519161
2012-09-20,0.090227485
2012-09-21,0.26212567
2012-09-24,0.060062587
2012-09-25,0.33384648
2012-09-26,0.19477752
2012-09-27,0.02870375
2012-09-28,0.97401166
2012-10-01,0.7897632
2012-10-02,0.040064305
2012-10-03,0.05242464
2012-10-04,0.006266266
2012-10-05,0.03453642
2012-10-08,0.8309002
2012-10-09,0.947572
2012-10-10,0.09279549
2012-10-11,0.0023801625
2012-10-12,0.7655478
2012-10-15,0.071804464
2012-10-16,0.0122793615
2012-10-17,0.00090798736
2012-10-18,0.07956937
2012-10-19,0.7952423
2012-10-22,0.09269366
2012-10-23,0.8484837
2012-10-24,0.046030104
2012-10-25,0.095149904
2012-10-26,0.12728193
2012-10-31,0.8295325
2012-11-01,0.27030116
2012-11-02,0.80048454
2012-11-05,0.1782237
2012-11-06,0.12693742
2012-11-07,0.67628264
2012-11-08,4.397107e-05
2012-11-09,0.025089115
2012-11-12,0.476437
2012-11-13,0.22906244
2012-11-14,0.91951346
2012-11-15,0.007878274
2012-11-16,0.030542254
2012-11-19,0.23251435
2012-11-20,0.4298311
2012-11-21,0.0037498176
2012-11-23,0.03142512
2012-11-26,0.23198518
2012-11-27,0.034087867
2012-11-28,0.0261423
2012-11-29,0.030644596
2012-11-30,0.8685807
2012-12-03,0.050851613
2012-12-04,0.013067871
2012-12-05,0.13649723
2012-12-06,0.5378372
2012-12-07,0.019223541
2012-12-10,0.027890831
2012-12-11,0.19382048
2012-12-12,0.06285179
2012-12-13,0.4488367
2012-12-14,0.6242238
2012-12-17,0.31587115
2012-12-18,0.01153636
2012-12-19,0.52312946
2012-12-20,0.008777499
2012-12-21,0.03887871
2012-12-24,0.09321174
2012-12-26,0.8302974
2012-12-27,0.021146268
2012-12-28,0.7914325
2012-12-31,0.02421105
2013-01-02,0.43441337
2013-01-03,0.0013607442
2013-01-04,0.15852857
2013-01-07,0.10234091
2013-01-08,0.11331439
2013-01-09,0.0038314462
2013-01-10,0.009141147
2013-01-11,0.05936551
2013-01-14,0.0009647012
2013-01-15,0.0945372
2013-01-16,0.004885912
2013-01-17,0.04034236
2013-01-18,0.17802471
2013-01-22,0.2528484
2013-01-23,0.028250068
2013-01-24,0.0042455494
2013-01-25,0.40252495
2013-01-28,0.46999705
2013-01-29,0.36146426
2013-01-30,0.97059447
2013-01-31,0.062371343
2013-02-01,0.41285908
2013-02-04,0.51137614
2013-02-05,0.014766604
2013-02-06,0.04482776
2013-02-07,0.0012111068
2013-02-08,0.036008626
2013-02-11,9.747244e-05
2013-02-12,0.0013940632
2013-02-13,0.00016307831
2013-02-14,0.007721305
2013-02-15,0.1963585
2013-02-19,0.25237995
2013-02-20,0.88927627
2013-02-21,0.46654984
2013-02-22,0.14833918
2013-02-25,0.28122938
2013-02-26,0.008599311
2013-02-27,0.0047308803
2013-02-28,0.9027873
2013-03-01,0.10926479
2013-03-04,0.0033145547
2013-03-05,0.0029606223
2013-03-06,0.11080611
2013-03-07,0.3824447
2013-03-08,0.00029063225
2013-03-11,0.045200497
2013-03-12,0.9425943
2013-03-13,0.011813045
2013-03-14,0.074700624
2013-03-15,0.64578176
2013-03-18,0.052752048
2013-03-19,0.2948992
2013-03-20,0.008584648
2013-03-21,0.88172066
2013-03-22,0.01463756
2013-03-25,0.029911041
2013-03-26,0.013836533
2013-03-27,0.06049159
2013-03-28,0.0028790534
2013-04-01,0.41643596
2013-04-02,0.013325155
2013-04-03,0.98669237
2013-04-04,0.003805071
2013-04-05,0.0025318265
2013-04-08,7.840508e-05
2013-04-09,0.011713415
2013-04-10,0.010303974
2013-04-11,0.007175863
2013-04-12,0.0037726462
2013-04-15,0.99999857
2013-04-16,3.8838345e-15
2013-04-17,0.97865367
2013-04-18,0.91691625
2013-04-19,0.12816462
2013-04-22,0.16793424
2013-04-23,0.033463866
2013-04-24,0.2539922
2013-04-25,0.161585
2013-04-26,0.054740816
2013-04-29,0.0118588805
2013-04-30,0.1435524
2013-05-01,0.9681442
2013-05-02,0.12121844
2013-05-03,0.24772206
2013-05-06,0.018181145
2013-05-07,0.17035851
2013-05-08,0.09586877
2013-05-09,0.40884265
2013-05-10,0.2584831
2013-05-13,0.10173845
2013-05-14,0.14678606
2013-05-15,0.15503883
2013-05-16,0.15997207
2013-05-17,0.031269073
2013-05-20,0.83427894
2013-05-21,0.064885885
2013-05-22,0.94242215
2013-05-23,0.002636969
2013-05-24,0.06357315
2013-05-28,0.652262
2013-05-29,0.0020873249
2013-05-30,0.040000558
2013-05-31,0.997047
2013-06-03,0.03961709
2013-06-04,0.41822088
2013-06-05,0.28503543
2013-06-06,0.1490958
2013-06-07,0.044559687
2013-06-10,0.11341596
2013-06-11,0.09799868
2013-06-12,0.17524701
2013-06-13,0.069937825
2013-06-14,0.9856399
2013-06-17,0.01552254
2013-06-18,0.24730384
2013-06-19,0.13810337
2013-06-20,0.9979451
2013-06-21,0.02688095
2013-06-24,0.7210903
2013-06-25,0.029098928
2013-06-26,0.054255992
2013-06-27,0.00021356344
2013-06-28,0.011205673
2013-07-01,0.0073472857
2013-07-02,0.23850986
2013-07-03,0.09662449
2013-07-05,0.05485642
2013-07-08,0.02591458
2013-07-09,0.118730366
2013-07-10,0.13541457
2013-07-11,0.038070858
2013-07-12,0.17929137
2013-07-15,0.09504399
2013-07-16,0.26864895
2013-07-17,0.2900229
2013-07-18,0.1644896
2013-07-19,0.15123361
2013-07-22,0.039575398
2013-07-23,0.2008791
2013-07-24,0.8818735
2013-07-25,0.033407927
2013-07-26,0.16471556
2013-07-29,0.995152
2013-07-30,0.08995673
2013-07-31,0.04668793
2013-08-01,0.05173117
2013-08-02,0.05128181
2013-08-05,0.16951478
2013-08-06,0.9995444
2013-08-07,0.0790939
2013-08-08,0.016301006
2013-08-09,0.8396294
2013-08-12,0.078033864
2013-08-13,0.017892689
2013-08-14,0.6943873
2013-08-15,0.94301164
2013-08-16,0.0994882
2013-08-19,0.72709864
2013-08-20,0.06325087
2013-08-21,0.9912883
2013-08-22,0.004967898
2013-08-23,0.1303899
2013-08-26,0.83560365
2013-08-27,0.59348595
2013-08-28,0.05461982
2013-08-29,0.08790618
2013-08-30,0.5226172
2013-09-03,0.32845727
2013-09-04,0.0928027
2013-09-05,0.04736328
2013-09-06,0.15744159
2013-09-09,0.07024592
2013-09-10,0.08000648
2013-09-11,0.012490034
2013-09-12,0.6299125
2013-09-13,0.09269744
2013-09-16,0.32735616
2013-09-17,0.22540098
2013-09-18,0.21661597
2013-09-19,7.785924e-06
2013-09-20,0.0036566854
2013-09-23,0.9973856
2013-09-24,0.111888945
2013-09-25,0.066946834
2013-09-26,0.04171887
2013-09-27,0.770656
2013-09-30,0.97531325
2013-10-01,0.041461974
2013-10-02,0.99920416
2013-10-03,0.6738408
2013-10-04,0.12390429
2013-10-07,0.8656388
2013-10-09,0.16579658
2013-10-10,0.6211592
2013-10-11,0.15851349
2013-10-14,0.13042328
2013-10-15,0.17950442
2013-10-16,0.08907938
2013-10-17,0.011239737
2013-10-18,0.08612749
2013-10-21,0.06500399
2013-10-22,0.31857115
2013-10-23,0.03077069
2013-10-24,0.0075037777
2013-10-25,0.16154799
2013-10-28,0.14416772
2013-10-29,0.20387375
2013-10-30,0.2562354
2013-10-31,0.10689038
2013-11-01,0.16758618
2013-11-04,0.005421996
2013-11-05,0.084120184
2013-11-06,0.011618584
2013-11-07,0.49019995
2013-11-08,0.01440227
2013-11-11,0.001238972
2013-11-12,0.48651108
2013-11-13,0.19581825
2013-11-14,0.27049065
2013-11-15,0.08516693
2013-11-18,0.42874017
2013-11-19,0.19242811
2013-11-20,0.05913961
2013-11-21,0.02289015
2013-11-22,0.42760494
2013-11-25,0.37132314
2013-11-26,0.21792135
2013-11-27,0.13157323
2013-11-29,0.82466257
2013-12-02,0.24518764
2013-12-03,0.0089249015
2013-12-04,0.009713262
2013-12-05,0.048214614
2013-12-06,0.18689963
2013-12-09,0.08478293
2013-12-10,0.47156122
2013-12-11,0.6651087
2013-12-12,0.17069978
2013-12-13,0.22990882
2013-12-16,0.29461354
2013-12-17,0.29193127
2013-12-18,0.022050947
2013-12-19,0.003362447
2013-12-20,0.16525379
2013-12-23,0.004408747
2013-12-24,0.009432048
2013-12-26,0.015412122
2013-12-27,0.050203264
2013-12-30,0.7279946
2013-12-31,0.23184037
2014-01-02,0.505081
2014-01-03,0.00073978305
2014-01-06,0.01574859
2014-01-07,0.007371813
2014-01-08,0.20664907
2014-01-09,0.18322778
2014-01-10,0.0026225746
2014-01-13,0.9258517
2014-01-14,0.024452567
2014-01-15,0.52761906
2014-01-16,0.15658003
2014-01-17,0.027459353
2014-01-21,0.9979304
2014-01-22,0.51304096
2014-01-23,0.95506215
2014-01-24,0.9092756
2014-01-27,0.018143684
2014-01-28,0.2618411
2014-01-29,0.20625967
2014-01-30,0.02028042
2014-01-31,0.8248755
2014-02-03,0.9861503
2014-02-04,0.03703046
2014-02-05,0.7812136
2014-02-06,0.0051927567
2014-02-07,0.41864663
2014-02-10,0.0024908185
2014-02-11,0.0045162737
2014-02-12,0.24344018
2014-02-13,0.013257623
2014-02-14,0.037245333
2014-02-18,0.016058683
2014-02-19,0.97162575
2014-02-20,0.21447998
2014-02-21,0.04388818
2014-02-24,0.022935152
2014-02-25,0.09283531
2014-02-26,0.7015567
2014-02-27,0.6680717
2014-02-28,0.26843387
2014-03-03,0.8080299
2014-03-04,0.028981417
2014-03-05,0.122017145
2014-03-06,0.06399569
2014-03-07,0.06030047
2014-03-10,0.007145494
2014-03-11,0.88906884
2014-03-12,0.09914297
2014-03-13,0.7001047
2014-03-14,0.9103366
2014-03-17,0.10364324
2014-03-18,0.40538782
2014-03-19,0.75397265
2014-03-20,0.008283526
2014-03-21,0.22781721
2014-03-24,0.004096806
2014-03-25,0.023259968
2014-03-26,0.8657863
2014-03-27,0.20155105
2014-03-28,0.012305498
2014-03-31,0.011527777
2014-04-01,0.022530288
2014-04-02,0.036631107
2014-04-03,0.009930432
2014-04-04,0.33199725
2014-04-07,0.93171966
2014-04-08,0.17553648
2014-04-09,0.09484732
2014-04-10,0.09462389
2014-04-11,0.16632578
2014-04-14,0.008957803
2014-04-15,0.054362327
2014-04-16,0.0008190274
2014-04-17,0.08828378
2014-04-21,0.0027742088
2014-04-22,0.43408996
2014-04-23,0.19034809
2014-04-24,0.42918456
2014-04-25,0.20745462
2014-04-28,0.15629908
2014-04-29,0.021467865
2014-04-30,0.24640864
2014-05-01,0.0050816536
2014-05-02,0.0017265677
2014-05-05,0.02347958
2014-05-06,0.031145781
2014-05-07,0.05136338
2014-05-08,0.23024294
2014-05-09,0.064906925
2014-05-12,0.13360113
2014-05-13,0.15161768
2014-05-14,0.061215013
2014-05-15,0.6734793
2014-05-16,0.026349157
2014-05-19,0.022889316
2014-05-20,0.20273355
2014-05-21,0.103580475
2014-05-22,0.12184933
2014-05-23,0.26158297
2014-05-27,0.16384512
2014-05-28,0.0025295615
2014-05-29,0.10302383
2014-05-30,0.004436761
2014-06-02,0.0048214495
2014-06-03,0.012483984
2014-06-04,0.06373343
2014-06-05,0.81043017
2014-06-06,0.018199146
2014-06-09,0.7307639
2014-06-10,0.020193547
2014-06-11,0.25916922
2014-06-12,0.0418863
2014-06-13,0.007026762
2014-06-16,0.74385583
2014-06-17,0.094323814
2014-06-18,0.010531604
2014-06-19,0.22503585
2014-06-20,0.0034035146
2014-06-23,0.05242482
2014-06-24,0.12841848
2014-06-25,0.124168366
2014-06-26,0.022365361
2014-06-27,0.27749205
2014-06-30,0.013846695
2014-07-01,0.08078015
2014-07-02,0.0010943115
2014-07-03,0.0037398934
2014-07-07,0.25117987
2014-07-08,0.41235423
2014-07-09,0.23473048
2014-07-10,0.26704186
2014-07-11,0.113646924
2014-07-14,0.033375114
2014-07-15,0.19826186
2014-07-16,0.13293618
2014-07-17,0.34084848
2014-07-18,0.20117727
2014-07-21,0.7435854
2014-07-22,0.36521935
2014-07-23,0.3165658
2014-07-24,0.12039304
2014-07-25,0.6969327
2014-07-28,0.24433282
2014-07-29,0.5409316
2014-07-30,0.7319461
2014-07-31,0.20970213
2014-08-01,0.19086078
2014-08-04,0.014292806
2014-08-05,0.7378621
2014-08-06,0.08356151
2014-08-07,0.12178284
2014-08-08,0.029098183
2014-08-11,0.30369025
2014-08-12,0.0017931461
2014-08-13,0.020200044
2014-08-14,0.04231921
2014-08-15,0.39060724
2014-08-18,0.0014929175
2014-08-19,0.006217152
2014-08-20,0.03159392
2014-08-21,0.11943054
2014-08-22,0.09210989
2014-08-25,0.052224725
2014-08-26,0.0059581995
2014-08-27,0.0028316975
2014-08-28,0.013388336
2014-08-29,0.02215013
2014-09-02,0.0025308728
2014-09-03,0.036877096
2014-09-04,0.07334554
2014-09-05,0.34400383
2014-09-08,0.5076064
2014-09-09,0.5307146
2014-09-10,0.16806173
2014-09-11,0.21805564
2014-09-12,0.715249
2014-09-15,0.23589855
2014-09-16,0.0900881
2014-09-17,0.11824763
2014-09-18,0.10928702
2014-09-19,0.1469906
2014-09-22,0.16171432
2014-09-23,0.5692211
2014-09-24,0.27393138
2014-09-25,0.50745416
2014-09-26,0.31953803
2014-09-29,0.69120014
2014-09-30,0.22285333
2014-10-01,0.5655642
2014-10-02,0.10274017
2014-10-03,0.09740099
2014-10-06,0.6393239
2014-10-07,0.6253176
2014-10-08,0.25299025
2014-10-09,0.99359053
2014-10-10,0.93967146
2014-10-13,0.37371036
2014-10-14,0.10606879
2014-10-15,0.9180617
2014-10-16,0.13888496
2014-10-17,0.007440269
2014-10-20,0.29328164
2014-10-21,0.0683085
2014-10-22,0.7844614
2014-10-23,0.23902583
2014-10-24,0.015974313
2014-10-27,0.027756661
2014-10-28,0.15132049
2014-10-29,0.46299794
2014-10-30,0.19192526
2014-10-31,0.06606197
2014-11-03,0.89554745
2014-11-04,0.52779764
2014-11-05,0.18715695
2014-11-06,0.28487268
2014-11-07,0.343027
2014-11-10,0.020602345
2014-11-11,0.44631428
2014-11-12,0.17634141
2014-11-13,0.696154
2014-11-14,0.1074788
2014-11-17,0.73127556
2014-11-18,0.68446434
2014-11-19,0.015580833
2014-11-20,0.24957165
2014-11-21,0.12524542
2014-11-24,0.014429867
2014-11-25,0.33375
2014-11-26,0.056815833
2014-11-28,0.3225152
2014-12-01,0.7363855
2014-12-02,0.016779065
2014-12-03,0.7078639
2014-12-04,0.07921234
2014-12-05,0.12086639
2014-12-08,0.9709022
2014-12-09,0.8162172
2014-12-10,0.84369946
2014-12-11,0.8341598
2014-12-12,0.8461923
2014-12-15,0.17260623
2014-12-16,0.54808336
2014-12-17,0.25286427
2014-12-18,0.2865853
2014-12-19,0.058089614
2014-12-22,0.0043474436
2014-12-23,0.00044941902
2014-12-24,0.040618777
2014-12-26,0.20317271
2014-12-29,0.24265927
2014-12-30,0.7972158
2014-12-31,0.35244894
2015-01-02,0.12973723
2015-01-05,0.7289937
2015-01-06,0.112060785
2015-01-07,0.38176122
2015-01-08,0.059898853
2015-01-09,0.23823443
2015-01-12,0.24662706
2015-01-13,0.18986982
2015-01-14,0.77566403
2015-01-15,0.25049636
2015-01-16,0.095481634
2015-01-20,0.07375789
2015-01-21,0.14883947
2015-01-22,0.55749345
2015-01-23,0.04741484
2015-01-26,0.2615103
2015-01-27,0.40024704
2015-01-28,0.42223787
2015-01-29,0.22139236
2015-01-30,0.80576324
2015-02-02,0.035601318
2015-02-03,0.24125141
2015-02-04,0.93804336
2015-02-05,0.13212606
2015-02-06,0.004195899
2015-02-09,0.55749345
2015-02-10,0.09278938
2015-02-11,0.123788655
2015-02-12,0.051474422
2015-02-13,0.041756958
2015-02-17,0.45958167
2015-02-18,0.050035655
2015-02-19,0.24104914
2015-02-20,0.072592765
2015-02-23,0.12737098
2015-02-24,0.11394957
2015-02-25,0.004695654
2015-02-26,0.21172285
2015-02-27,0.03664002
2015-03-02,0.0019534826
2015-03-03,0.99683595
2015-03-04,0.1369246
2015-03-05,0.19926044
2015-03-06,0.7319455
2015-03-09,0.036736757
2015-03-10,0.55749345
2015-03-11,0.3553419
2015-03-12,0.17272136
2015-03-13,0.99698067
2015-03-16,0.07369149
2015-03-17,0.059885383
2015-03-18,0.107235044
2015-03-19,0.22128046
2015-03-20,0.07354742
2015-03-23,0.016190916
2015-03-24,0.19260812
2015-03-25,0.29429787
2015-03-26,0.104515314
2015-03-27,0.048021168
2015-03-30,0.0523434
2015-03-31,0.99663043
2015-04-01,0.17089617
2015-04-02,0.0021100938
2015-04-06,0.27466452
2015-04-07,0.010689199
2015-04-08,0.44826543
2015-04-09,0.0023568869
2015-04-10,0.032803178
2015-04-13,0.9231589
2015-04-14,0.5767535
2015-04-15,0.418945
2015-04-16,0.08969316
2015-04-17,0.9276439
2015-04-20,0.057233125
2015-04-21,0.23670748
2015-04-22,0.0056135654
2015-04-23,0.046979964
2015-04-24,0.72712576
2015-04-27,0.27051187
2015-04-28,0.10800865
2015-04-29,0.40527815
2015-04-30,0.7459396
2015-05-01,0.095041305
2015-05-04,0.022711664
2015-05-05,0.51591706
2015-05-06,0.75636876
2015-05-07,0.19447786
2015-05-08,0.33021837
2015-05-11,0.9647325
2015-05-12,0.07717109
2015-05-13,0.22371632
2015-05-14,0.15155986
2015-05-15,0.053560585
2015-05-18,0.004557848
2015-05-19,0.0474979
2015-05-20,0.11740881
2015-05-21,0.080456465
2015-05-22,0.015672475
2015-05-26,0.3722937
2015-05-27,0.14950112
2015-05-28,0.02113077
2015-05-29,0.9931621
2015-06-01,0.17983454
2015-06-02,0.0046630204
2015-06-03,0.025320977
2015-06-04,0.99753
2015-06-05,0.3482536
2015-06-08,0.62145424
2015-06-09,0.12540174
2015-06-10,0.32363886
2015-06-11,0.011268884
2015-06-12,0.99967575
2015-06-15,0.46049413
2015-06-16,0.15778136
2015-06-17,0.042209476
2015-06-18,0.22121057
2015-06-19,0.13790682
2015-06-22,0.47814012
2015-06-23,0.010487288
2015-06-24,0.78247726
2015-06-25,0.27848834
2015-06-26,0.094701976
2015-06-29,0.999979
2015-06-30,0.091967314
2015-07-01,0.03521943
2015-07-02,0.6204959
2015-07-06,0.014527947
2015-07-07,0.07533273
2015-07-08,0.99961543
2015-07-09,0.00011286822
2015-07-10,0.003027469
2015-07-13,0.011820942
2015-07-14,0.16569862
2015-07-15,0.033540517
2015-07-16,0.32850313
2015-07-17,0.03964153
2015-07-20,0.021002352
2015-07-21,0.26077858
2015-07-22,0.16340807
2015-07-23,0.47603458
2015-07-24,0.32267445
2015-07-27,0.4630848
2015-07-28,0.8247297
2015-07-29,0.07475245
2015-07-30,0.29605114
2015-07-31,0.178873
2015-08-03,0.9990317
2015-08-04,0.9903891
2015-08-05,0.23923928
2015-08-06,0.7194881
2015-08-07,0.2750245
2015-08-10,0.10403955
2015-08-11,0.97251755
2015-08-12,0.119401455
2015-08-13,0.5606011
2015-08-14,0.52675617
2015-08-17,0.59843993
2015-08-18,0.64886713
2015-08-19,0.95070297
2015-08-20,0.9814496
2015-08-21,0.86868966
2015-08-24,0.503427
2015-08-25,0.08949509
2015-08-26,0.0019617677
2015-08-27,0.038599074
2015-08-28,5.1059753e-05
2015-08-31,0.93291277
2015-09-01,0.6419756
2015-09-02,0.18259674
2015-09-03,0.2505383
2015-09-04,0.50848424
2015-09-08,0.063702166
2015-09-09,0.9999925
2015-09-10,0.14602956
2015-09-11,0.06627604
2015-09-14,0.8660991
2015-09-15,0.23110273
2015-09-16,0.1615003
2015-09-17,0.052472025
2015-09-18,0.9493288
2015-09-21,0.5141008
2015-09-22,0.54297316
2015-09-23,0.110242754
2015-09-24,0.6905706
2015-09-25,0.20201695
2015-09-28,0.82984376
2015-09-29,0.028006703
2015-09-30,0.2988784
2015-10-01,0.02827847
2015-10-02,0.7362173
2015-10-05,0.67168057
2015-10-06,0.0035879314
2015-10-07,0.22768426
2015-10-08,0.04081437
2015-10-09,0.18856692
2015-10-12,0.3424075
2015-10-13,0.87301934
2015-10-14,0.0911279
2015-10-15,0.36644498
2015-10-16,0.010950655
2015-10-19,0.07476345
2015-10-20,0.41789946
2015-10-21,0.47518298
2015-10-22,0.17901418
2015-10-23,0.21007508
2015-10-26,0.75267786
2015-10-27,0.27224284
2015-10-28,0.269267
2015-10-29,0.027579963
2015-10-30,0.94779176
2015-11-02,0.70971495
2015-11-03,0.052276194
2015-11-04,0.93982273
2015-11-05,0.2494941
2015-11-06,0.4580036
2015-11-09,0.7334673
2015-11-10,0.1411376
2015-11-11,0.8093471
2015-11-12,0.68452966
2015-11-13,0.31506243
2015-11-16,0.2549144
2015-11-17,0.19486961
2015-11-18,0.31309804
2015-11-19,0.18403059
2015-11-20,0.30526763
2015-11-23,0.656664
2015-11-24,0.35068166
2015-11-25,0.2843123
2015-11-27,0.4250437
2015-11-30,0.99646175
2015-12-01,0.0137037635
2015-12-02,0.9931989
2015-12-03,0.6861121
2015-12-04,0.008337349
2015-12-07,1.0
2015-12-08,0.99999195
2015-12-09,0.74863553
2015-12-10,0.41848257
2015-12-11,0.98174393
2015-12-14,0.27376407
2015-12-15,0.0001911819
2015-12-16,0.0041247606
2015-12-17,0.5335904
2015-12-18,0.6817528
2015-12-21,0.33048478
2015-12-22,0.22344863
2015-12-23,0.089157045
2015-12-24,0.037610203
2015-12-28,0.85107255
2015-12-29,0.48784664
2015-12-30,0.99888444
2015-12-31,0.55749345
2016-01-04,0.8313762
2016-01-05,0.02996108
2016-01-06,0.99362993
2016-01-07,0.13471797
2016-01-08,0.55749345
2016-01-11,0.3807671
2016-01-12,0.093147874
2016-01-13,0.780386
